date,time,heart_rate
2016-03-21,05:37:00,62
2016-03-21,05:56:00,66
2016-03-21,06:07:00,66
2016-03-21,06:26:00,64
2016-03-21,06:26:00,64
2016-03-21,06:49:00,59
2016-03-21,06:53:00,59
2016-03-21,07:16:00,65
2016-03-21,07:34:00,65
2016-03-21,07:47:00,62
2016-03-21,08:01:00,62
2016-03-21,08:05:00,86
2016-03-21,08:05:00,82
2016-03-21,08:37:00,93
2016-03-21,08:37:00,86
2016-03-21,08:49:00,86
2016-03-21,09:00:00,93
2016-03-21,09:00:00,85
2016-03-21,09:22:00,93
2016-03-21,09:25:00,89
2016-03-21,09:51:00,125
2016-03-21,10:00:00,89
2016-03-21,10:06:00,81
2016-03-21,10:17:00,91
2016-03-21,10:19:00,91
2016-03-21,10:19:00,91
2016-03-21,10:19:00,80
2016-03-21,11:04:00,80
2016-03-21,11:04:00,82
2016-03-21,11:30:00,82
2016-03-21,11:45:00,82
2016-03-21,11:45:00,73
2016-03-21,12:05:00,73
2016-03-21,12:18:00,73
2016-03-21,12:35:00,73
2016-03-21,12:49:00,73
2016-03-21,12:54:00,88
2016-03-21,12:54:00,88
2016-03-21,12:54:00,81
2016-03-21,12:54:00,89
2016-03-21,13:36:00,89
2016-03-21,13:44:00,83
2016-03-21,13:57:00,83
2016-03-21,14:12:00,83
2016-03-21,14:28:00,80
2016-03-21,14:40:00,79
2016-03-21,14:40:00,79
2016-03-21,14:40:00,79
2016-03-21,14:40:00,73
2016-03-21,15:23:00,81
2016-03-21,15:42:00,81
2016-03-21,15:57:00,81
2016-03-21,16:10:00,80
2016-03-21,16:10:00,71
2016-03-21,16:10:00,78
2016-03-21,16:23:00,76
2016-03-21,16:47:00,76
2016-03-21,16:58:00,70
2016-03-21,17:12:00,70
2016-03-21,17:26:00,70
2016-03-21,17:41:00,74
2016-03-21,17:57:00,74
2016-03-21,17:57:00,88
2016-03-21,18:09:00,88
2016-03-21,18:28:00,88
2016-03-21,18:38:00,117
2016-03-21,18:38:00,140
2016-03-21,18:38:00,140
2016-03-21,18:38:00,84
2016-03-21,19:10:00,91
2016-03-21,19:11:00,81
2016-03-21,19:28:00,81
2016-03-21,19:49:00,81
2016-03-21,19:49:00,76
2016-03-21,19:49:00,78
2016-03-21,20:16:00,78
2016-03-21,20:37:00,77
2016-03-21,20:51:00,77
2016-03-21,21:01:00,140
2016-03-21,21:01:00,111
2016-03-21,21:01:00,83
2016-03-21,21:19:00,89
2016-03-21,21:31:00,80
2016-03-21,21:43:00,80
2016-03-21,21:43:00,65
2016-03-21,21:49:00,70
2016-03-21,22:03:00,70
2016-03-21,22:03:00,84
2016-03-21,22:03:00,75
2016-03-21,22:25:00,78
2016-03-21,22:38:00,78
2016-03-21,22:48:00,87
2016-03-21,23:02:00,77
2016-03-21,23:17:00,74
2016-03-21,23:31:00,75
2016-03-21,23:46:00,74
2016-03-22,00:03:00,70
2016-03-22,00:19:00,70
2016-03-22,00:29:00,70
2016-03-22,00:29:00,84
2016-03-22,00:43:00,77
2016-03-22,01:04:00,77
2016-03-22,01:04:00,69
2016-03-22,01:23:00,77
2016-03-22,01:36:00,77
2016-03-22,01:53:00,77
2016-03-22,01:53:00,66
2016-03-22,02:08:00,66
2016-03-22,02:24:00,75
2016-03-22,02:38:00,75
2016-03-22,02:50:00,75
2016-03-22,02:50:00,63
2016-03-22,02:50:00,63
2016-03-22,03:12:00,63
2016-03-22,03:12:00,63
2016-03-22,03:48:00,64
2016-03-22,03:48:00,64
2016-03-22,04:25:00,64
2016-03-22,04:36:00,63
2016-03-22,04:51:00,63
2016-03-22,04:51:00,69
2016-03-22,05:10:00,69
2016-03-22,05:10:00,69
2016-03-22,05:34:00,67
2016-03-22,05:34:00,67
2016-03-22,05:34:00,63
2016-03-22,06:14:00,69
2016-03-22,06:22:00,69
2016-03-22,06:45:00,69
2016-03-22,07:00:00,65
2016-03-22,07:14:00,65
2016-03-22,07:29:00,67
2016-03-22,07:41:00,67
2016-03-22,08:00:00,63
2016-03-22,08:14:00,63
2016-03-22,08:29:00,61
2016-03-22,08:45:00,61
2016-03-22,08:46:00,72
2016-03-22,08:46:00,63
2016-03-22,08:58:00,84
2016-03-22,09:16:00,92
2016-03-22,09:17:00,77
2016-03-22,09:32:00,70
2016-03-22,09:48:00,70
2016-03-22,10:00:00,71
2016-03-22,10:14:00,81
2016-03-22,10:23:00,71
2016-03-22,10:34:00,96
2016-03-22,10:34:00,130
2016-03-22,10:34:00,143
2016-03-22,10:34:00,143
2016-03-22,10:34:00,91
2016-03-22,10:34:00,100
2016-03-22,10:34:00,86
2016-03-22,11:24:00,86
2016-03-22,11:42:00,86
2016-03-22,11:44:00,79
2016-03-22,11:59:00,79
2016-03-22,12:08:00,79
2016-03-22,12:16:00,71
2016-03-22,12:28:00,71
2016-03-22,12:48:00,73
2016-03-22,13:03:00,73
2016-03-22,13:04:00,72
2016-03-22,13:32:00,74
2016-03-22,13:35:00,74
2016-03-22,14:01:00,77
2016-03-22,14:01:00,99
2016-03-22,14:10:00,82
2016-03-22,14:31:00,82
2016-03-22,14:49:00,75
2016-03-22,14:59:00,75
2016-03-22,15:14:00,75
2016-03-22,15:27:00,84
2016-03-22,15:36:00,83
2016-03-22,15:59:00,83
2016-03-22,16:09:00,78
2016-03-22,16:21:00,78
2016-03-22,16:40:00,85
2016-03-22,16:55:00,85
2016-03-22,17:07:00,85
2016-03-22,17:24:00,85
2016-03-22,17:39:00,85
2016-03-22,17:44:00,76
2016-03-22,17:56:00,76
2016-03-22,18:16:00,76
2016-03-22,18:16:00,87
2016-03-22,18:16:00,87
2016-03-22,18:53:00,87
2016-03-22,19:08:00,87
2016-03-22,19:21:00,90
2016-03-22,19:36:00,90
2016-03-22,19:45:00,83
2016-03-22,20:03:00,83
2016-03-22,20:20:00,75
2016-03-22,20:33:00,75
2016-03-22,20:50:00,75
2016-03-22,20:59:00,73
2016-03-22,21:18:00,73
2016-03-22,21:23:00,86
2016-03-22,21:23:00,94
2016-03-22,21:23:00,115
2016-03-22,21:23:00,152
2016-03-22,21:23:00,115
2016-03-22,21:23:00,83
2016-03-22,22:08:00,76
2016-03-22,22:28:00,74
2016-03-22,22:41:00,71
2016-03-22,22:58:00,71
2016-03-22,23:13:00,71
2016-03-22,23:27:00,71
2016-03-22,23:29:00,64
2016-03-22,23:45:00,64
2016-03-23,00:00:00,66
2016-03-23,00:15:00,66
2016-03-23,00:21:00,66
2016-03-23,00:21:00,73
2016-03-23,00:46:00,73
2016-03-23,01:00:00,67
2016-03-23,01:16:00,67
2016-03-23,01:31:00,67
2016-03-23,01:31:00,72
2016-03-23,01:47:00,72
2016-03-23,02:00:00,64
2016-03-23,02:16:00,64
2016-03-23,02:29:00,64
2016-03-23,02:47:00,64
2016-03-23,02:51:00,56
2016-03-23,02:54:00,64
2016-03-23,02:56:00,58
2016-03-23,03:06:00,58
2016-03-23,03:06:00,58
2016-03-23,03:40:00,60
2016-03-23,04:04:00,60
2016-03-23,04:04:00,64
2016-03-23,04:31:00,64
2016-03-23,04:31:00,58
2016-03-23,04:31:00,58
2016-03-23,05:05:00,54
2016-03-23,05:05:00,54
2016-03-23,05:05:00,54
2016-03-23,05:49:00,55
2016-03-23,06:06:00,55
2016-03-23,06:06:00,56
2016-03-23,06:26:00,56
2016-03-23,06:47:00,59
2016-03-23,06:47:00,59
2016-03-23,07:11:00,62
2016-03-23,07:36:00,62
2016-03-23,07:48:00,61
2016-03-23,07:58:00,61
2016-03-23,08:10:00,61
2016-03-23,08:35:00,61
2016-03-23,08:35:00,66
2016-03-23,08:53:00,66
2016-03-23,09:01:00,0
2016-03-23,09:04:00,0
2016-03-23,09:22:00,48
2016-03-23,09:25:00,91
2016-03-23,09:36:00,83
2016-03-23,10:00:00,84
2016-03-23,10:15:00,159
2016-03-23,10:15:00,153
2016-03-23,10:15:00,84
2016-03-23,10:39:00,99
2016-03-23,10:39:00,92
2016-03-23,10:39:00,92
2016-03-23,10:39:00,78
2016-03-23,11:27:00,78
2016-03-23,11:42:00,71
2016-03-23,11:46:00,71
2016-03-23,12:12:00,71
2016-03-23,12:12:00,80
2016-03-23,12:28:00,80
2016-03-23,12:43:00,80
2016-03-23,12:43:00,66
2016-03-23,12:55:00,66
2016-03-23,13:19:00,66
2016-03-23,13:19:00,75
2016-03-23,13:35:00,75
2016-03-23,13:46:00,84
2016-03-23,14:00:00,84
2016-03-23,14:14:00,78
2016-03-23,14:27:00,78
2016-03-23,14:44:00,79
2016-03-23,14:58:00,79
2016-03-23,15:12:00,80
2016-03-23,15:31:00,82
2016-03-23,15:34:00,74
2016-03-23,15:47:00,74
2016-03-23,16:03:00,79
2016-03-23,16:16:00,87
2016-03-23,16:30:00,87
2016-03-23,16:46:00,87
2016-03-23,16:46:00,78
2016-03-23,17:01:00,78
2016-03-23,17:17:00,76
2016-03-23,17:29:00,74
2016-03-23,17:45:00,74
2016-03-23,17:52:00,81
2016-03-23,18:17:00,81
2016-03-23,18:17:00,81
2016-03-23,18:17:00,76
2016-03-23,18:45:00,76
2016-03-23,18:58:00,75
2016-03-23,19:17:00,75
2016-03-23,19:25:00,124
2016-03-23,19:25:00,124
2016-03-23,19:25:00,124
2016-03-23,20:39:00,0
2016-03-23,20:40:00,0
2016-03-23,21:01:00,0
2016-03-23,21:12:00,0
2016-03-23,21:22:00,0
2016-03-23,21:25:00,96
2016-03-23,21:25:00,137
2016-03-23,21:25:00,131
2016-03-23,21:39:00,90
2016-03-23,21:51:00,84
2016-03-23,22:00:00,75
2016-03-23,22:01:00,81
2016-03-23,22:14:00,80
2016-03-23,22:34:00,80
2016-03-23,22:47:00,80
2016-03-23,22:47:00,74
2016-03-23,23:05:00,74
2016-03-23,23:08:00,74
2016-03-23,23:31:00,72
2016-03-23,23:47:00,72
2016-03-24,00:05:00,72
2016-03-24,00:06:00,58
2016-03-24,00:19:00,58
2016-03-24,00:36:00,58
2016-03-24,11:21:00,0
2016-03-24,11:21:00,75
2016-03-24,11:29:00,95
2016-03-24,11:33:00,89
2016-03-24,11:58:00,88
2016-03-24,12:09:00,81
2016-03-24,12:15:00,76
2016-03-24,12:31:00,74
2016-03-24,12:40:00,69
2016-03-24,12:53:00,76
2016-03-24,13:01:00,84
2016-03-24,13:16:00,85
2016-03-24,13:19:00,80
2016-03-24,13:31:00,80
2016-03-24,13:49:00,80
2016-03-24,13:49:00,88
2016-03-24,14:07:00,88
2016-03-24,14:20:00,88
2016-03-24,14:20:00,72
2016-03-24,14:38:00,72
2016-03-24,14:53:00,72
2016-03-24,14:53:00,78
2016-03-24,15:09:00,78
2016-03-24,15:24:00,80
2016-03-24,15:35:00,72
2016-03-24,15:47:00,72
2016-03-24,16:06:00,72
2016-03-24,16:21:00,70
2016-03-24,16:26:00,80
2016-03-24,16:39:00,65
2016-03-24,16:47:00,72
2016-03-24,16:48:00,79
2016-03-24,17:09:00,79
2016-03-24,17:27:00,76
2016-03-24,17:41:00,76
2016-03-24,17:56:00,76
2016-03-24,18:11:00,74
2016-03-24,18:25:00,74
2016-03-24,18:42:00,76
2016-03-24,18:56:00,76
2016-03-24,19:12:00,72
2016-03-24,19:25:00,72
2016-03-24,19:42:00,74
2016-03-24,19:42:00,92
2016-03-24,19:42:00,100
2016-03-24,19:42:00,97
2016-03-24,19:42:00,140
2016-03-24,19:42:00,52
2016-03-24,20:31:00,102
2016-03-24,20:37:00,78
2016-03-24,20:55:00,78
2016-03-24,21:01:00,78
2016-03-24,21:26:00,78
2016-03-24,21:35:00,70
2016-03-24,21:52:00,70
2016-03-24,22:01:00,80
2016-03-24,22:06:00,74
2016-03-24,22:27:00,86
2016-03-24,22:44:00,86
2016-03-24,22:59:00,86
2016-03-24,23:00:00,77
2016-03-24,23:14:00,77
2016-03-24,23:28:00,68
2016-03-24,23:45:00,68
2016-03-25,00:00:00,68
2016-03-25,00:14:00,71
2016-03-25,00:21:00,76
2016-03-25,00:22:00,63
2016-03-25,00:38:00,64
2016-03-25,00:50:00,64
2016-03-25,00:50:00,72
2016-03-25,01:17:00,72
2016-03-25,01:37:00,72
2016-03-25,01:46:00,59
2016-03-25,01:53:00,65
2016-03-25,02:02:00,56
2016-03-25,02:02:00,56
2016-03-25,02:33:00,59
2016-03-25,02:33:00,59
2016-03-25,02:54:00,57
2016-03-25,03:18:00,57
2016-03-25,03:18:00,66
2016-03-25,03:36:00,66
2016-03-25,03:36:00,62
2016-03-25,04:09:00,62
2016-03-25,04:24:00,62
2016-03-25,04:25:00,56
2016-03-25,04:38:00,56
2016-03-25,04:38:00,60
2016-03-25,04:38:00,60
2016-03-25,05:15:00,60
2016-03-25,05:39:00,61
2016-03-25,05:54:00,61
2016-03-25,05:59:00,58
2016-03-25,06:21:00,58
2016-03-25,06:39:00,58
2016-03-25,06:46:00,58
2016-03-25,07:07:00,58
2016-03-25,07:25:00,58
2016-03-25,07:40:00,59
2016-03-25,07:55:00,59
2016-03-25,07:58:00,66
2016-03-25,08:07:00,66
2016-03-25,08:14:00,82
2016-03-25,08:33:00,82
2016-03-25,08:33:00,76
2016-03-25,08:52:00,73
2016-03-25,08:52:00,96
2016-03-25,09:04:00,82
2016-03-25,09:22:00,82
2016-03-25,09:22:00,89
2016-03-25,09:38:00,89
2016-03-25,09:49:00,128
2016-03-25,09:49:00,120
2016-03-25,09:49:00,133
2016-03-25,09:49:00,87
2016-03-25,09:49:00,92
2016-03-25,10:09:00,83
2016-03-25,10:32:00,83
2016-03-25,10:47:00,83
2016-03-25,10:47:00,78
2016-03-25,11:03:00,78
2016-03-25,11:19:00,74
2016-03-25,11:32:00,74
2016-03-25,11:49:00,72
2016-03-25,12:03:00,93
2016-03-25,12:20:00,90
2016-03-25,12:25:00,83
2016-03-25,12:46:00,83
2016-03-25,12:58:00,83
2016-03-25,13:19:00,83
2016-03-25,13:22:00,88
2016-03-25,13:38:00,85
2016-03-25,13:51:00,84
2016-03-25,14:01:00,84
2016-03-25,14:24:00,82
2016-03-25,14:36:00,82
2016-03-25,14:41:00,82
2016-03-25,15:06:00,82
2016-03-25,15:12:00,90
2016-03-25,15:12:00,80
2016-03-25,15:41:00,80
2016-03-25,15:54:00,81
2016-03-25,16:01:00,99
2016-03-25,16:01:00,77
2016-03-25,16:16:00,99
2016-03-25,16:16:00,108
2016-03-25,16:16:00,76
2016-03-25,16:29:00,76
2016-03-25,16:48:00,76
2016-03-25,16:48:00,84
2016-03-25,17:06:00,88
2016-03-25,17:23:00,140
2016-03-25,17:23:00,91
2016-03-25,17:38:00,91
2016-03-25,17:38:00,106
2016-03-25,17:38:00,78
2016-03-25,18:25:00,71
2016-03-25,18:41:00,70
2016-03-25,18:44:00,81
2016-03-25,18:54:00,71
2016-03-25,19:15:00,71
2016-03-25,19:15:00,84
2016-03-25,19:30:00,84
2016-03-25,19:30:00,78
2016-03-25,19:48:00,79
2016-03-25,20:05:00,79
2016-03-25,20:26:00,76
2016-03-25,20:38:00,78
2016-03-25,20:55:00,78
2016-03-25,21:08:00,75
2016-03-25,21:23:00,71
2016-03-25,21:23:00,76
2016-03-25,21:38:00,72
2016-03-25,21:38:00,71
2016-03-25,22:13:00,72
2016-03-25,22:23:00,75
2016-03-25,22:44:00,75
2016-03-25,22:44:00,68
2016-03-25,22:55:00,81
2016-03-25,22:58:00,76
2016-03-25,23:02:00,82
2016-03-25,23:04:00,74
2016-03-25,23:21:00,72
2016-03-25,23:35:00,74
2016-03-25,23:50:00,75
2016-03-25,23:56:00,66
2016-03-26,00:12:00,63
2016-03-26,00:14:00,63
2016-03-26,00:42:00,67
2016-03-26,00:42:00,75
2016-03-26,00:57:00,61
2016-03-26,01:04:00,70
2016-03-26,01:13:00,63
2016-03-26,01:20:00,73
2016-03-26,01:27:00,73
2016-03-26,01:27:00,73
2016-03-26,01:27:00,61
2016-03-26,02:05:00,61
2016-03-26,02:05:00,64
2016-03-26,02:35:00,64
2016-03-26,02:45:00,64
2016-03-26,02:57:00,64
2016-03-26,02:57:00,64
2016-03-26,03:36:00,64
2016-03-26,03:46:00,67
2016-03-26,04:07:00,67
2016-03-26,04:07:00,61
2016-03-26,04:26:00,61
2016-03-26,04:37:00,58
2016-03-26,04:37:00,58
2016-03-26,04:58:00,58
2016-03-26,04:58:00,63
2016-03-26,05:27:00,63
2016-03-26,05:27:00,61
2016-03-26,05:46:00,61
2016-03-26,06:12:00,61
2016-03-26,06:22:00,63
2016-03-26,06:41:00,63
2016-03-26,06:44:00,63
2016-03-26,07:11:00,63
2016-03-26,07:27:00,61
2016-03-26,07:39:00,61
2016-03-26,07:43:00,70
2016-03-26,07:50:00,70
2016-03-26,08:14:00,70
2016-03-26,08:18:00,71
2016-03-26,08:44:00,71
2016-03-26,08:59:00,71
2016-03-26,09:00:00,65
2016-03-26,09:17:00,65
2016-03-26,09:23:00,86
2016-03-26,09:34:00,87
2016-03-26,09:51:00,87
2016-03-26,10:08:00,87
2016-03-26,10:08:00,95
2016-03-26,10:10:00,96
2016-03-26,10:38:00,92
2016-03-26,10:38:00,92
2016-03-26,10:38:00,92
2016-03-26,10:38:00,91
2016-03-26,10:38:00,91
2016-03-26,10:38:00,57
2016-03-26,11:53:00,57
2016-03-26,12:13:00,57
2016-03-26,12:13:00,71
2016-03-26,12:27:00,71
2016-03-26,12:27:00,71
2016-03-26,12:52:00,105
2016-03-26,12:52:00,104
2016-03-26,12:52:00,76
2016-03-26,12:52:00,85
2016-03-26,13:35:00,85
2016-03-26,13:47:00,85
2016-03-26,14:11:00,85
2016-03-26,14:17:00,90
2016-03-26,14:32:00,105
2016-03-26,14:32:00,92
2016-03-26,14:32:00,79
2016-03-26,14:51:00,86
2016-03-26,15:08:00,86
2016-03-26,15:22:00,88
2016-03-26,15:22:00,77
2016-03-26,15:31:00,88
2016-03-26,15:39:00,0
2016-03-26,15:46:00,0
2016-03-26,16:01:00,0
2016-03-26,16:01:00,0
2016-03-26,16:01:00,0
2016-03-26,16:01:00,0
2016-03-26,16:01:00,0
2016-03-26,16:01:00,0
2016-03-26,16:01:00,0
2016-03-26,17:18:00,0
2016-03-26,17:32:00,0
2016-03-26,17:32:00,0
2016-03-26,17:49:00,0
2016-03-26,17:57:00,82
2016-03-26,18:05:00,83
2016-03-26,18:05:00,95
2016-03-26,18:05:00,89
2016-03-26,18:05:00,74
2016-03-26,18:51:00,84
2016-03-26,18:51:00,92
2016-03-26,18:51:00,95
2016-03-26,18:51:00,114
2016-03-26,18:51:00,89
2016-03-26,19:43:00,89
2016-03-26,19:55:00,89
2016-03-26,20:10:00,109
2016-03-26,20:10:00,78
2016-03-26,20:17:00,72
2016-03-26,20:17:00,72
2016-03-26,20:50:00,78
2016-03-26,20:50:00,78
2016-03-26,21:17:00,70
2016-03-26,21:17:00,75
2016-03-26,21:44:00,76
2016-03-26,21:58:00,109
2016-03-26,21:58:00,84
2016-03-26,22:13:00,73
2016-03-26,22:26:00,73
2016-03-26,22:39:00,73
2016-03-26,23:00:00,76
2016-03-26,23:13:00,76
2016-03-26,23:21:00,80
2016-03-26,23:43:00,80
2016-03-26,23:48:00,85
2016-03-27,00:03:00,86
2016-03-27,00:14:00,86
2016-03-27,00:30:00,81
2016-03-27,00:46:00,81
2016-03-27,01:02:00,81
2016-03-27,01:14:00,88
2016-03-27,01:20:00,77
2016-03-27,01:34:00,84
2016-03-27,01:34:00,115
2016-03-27,01:50:00,115
2016-03-27,01:50:00,75
2016-03-27,02:26:00,82
2016-03-27,02:36:00,66
2016-03-27,02:36:00,69
2016-03-27,03:08:00,69
2016-03-27,03:08:00,61
2016-03-27,03:23:00,61
2016-03-27,03:41:00,61
2016-03-27,03:58:00,61
2016-03-27,04:16:00,64
2016-03-27,04:34:00,64
2016-03-27,04:47:00,61
2016-03-27,05:03:00,61
2016-03-27,05:03:00,61
2016-03-27,05:34:00,61
2016-03-27,05:42:00,66
2016-03-27,05:48:00,66
2016-03-27,05:48:00,66
2016-03-27,05:48:00,59
2016-03-27,06:23:00,59
2016-03-27,06:40:00,61
2016-03-27,06:46:00,56
2016-03-27,06:46:00,56
2016-03-27,07:16:00,63
2016-03-27,07:31:00,63
2016-03-27,07:37:00,63
2016-03-27,07:53:00,63
2016-03-27,08:11:00,63
2016-03-27,08:29:00,62
2016-03-27,08:46:00,62
2016-03-27,09:01:00,64
2016-03-27,09:09:00,64
2016-03-27,09:18:00,70
2016-03-27,09:24:00,75
2016-03-27,09:41:00,75
2016-03-27,09:58:00,75
2016-03-27,10:04:00,66
2016-03-27,10:14:00,82
2016-03-27,10:29:00,82
2016-03-27,10:37:00,91
2016-03-27,10:46:00,93
2016-03-27,10:46:00,130
2016-03-27,10:46:00,130
2016-03-27,10:46:00,120
2016-03-27,10:46:00,128
2016-03-27,11:46:00,128
2016-03-27,11:46:00,89
2016-03-27,11:52:00,83
2016-03-27,12:06:00,83
2016-03-27,12:16:00,81
2016-03-27,12:30:00,74
2016-03-27,12:45:00,74
2016-03-27,13:05:00,74
2016-03-27,13:17:00,58
2016-03-27,13:27:00,73
2016-03-27,13:40:00,66
2016-03-27,13:55:00,66
2016-03-27,14:10:00,66
2016-03-27,14:10:00,79
2016-03-27,14:26:00,79
2016-03-27,14:32:00,73
2016-03-27,14:34:00,80
2016-03-27,14:47:00,75
2016-03-27,14:54:00,75
2016-03-27,15:17:00,77
2016-03-27,15:32:00,77
2016-03-27,15:46:00,77
2016-03-27,15:46:00,75
2016-03-27,15:46:00,75
2016-03-27,15:46:00,70
2016-03-27,16:30:00,70
2016-03-27,16:45:00,70
2016-03-27,16:58:00,70
2016-03-27,17:16:00,131
2016-03-27,17:16:00,121
2016-03-27,17:16:00,79
2016-03-27,17:37:00,71
2016-03-27,17:46:00,71
2016-03-27,17:55:00,76
2016-03-27,18:10:00,76
2016-03-27,18:32:00,75
2016-03-27,18:46:00,75
2016-03-27,18:57:00,83
2016-03-27,19:00:00,76
2016-03-27,19:16:00,76
2016-03-27,19:36:00,76
2016-03-27,19:36:00,85
2016-03-27,20:00:00,94
2016-03-27,20:00:00,94
2016-03-27,20:00:00,87
2016-03-27,20:20:00,87
2016-03-27,20:20:00,70
2016-03-27,20:50:00,73
2016-03-27,21:01:00,76
2016-03-27,21:11:00,70
2016-03-27,21:31:00,70
2016-03-27,21:45:00,70
2016-03-27,21:58:00,79
2016-03-27,22:13:00,79
2016-03-27,22:24:00,79
2016-03-27,22:35:00,76
2016-03-27,22:52:00,67
2016-03-27,23:07:00,67
2016-03-27,23:23:00,67
2016-03-27,23:28:00,74
2016-03-27,23:36:00,74
2016-03-27,23:36:00,69
2016-03-28,00:05:00,69
2016-03-28,00:12:00,61
2016-03-28,00:25:00,79
2016-03-28,00:31:00,59
2016-03-28,00:38:00,64
2016-03-28,00:51:00,67
2016-03-28,00:56:00,64
2016-03-28,01:13:00,64
2016-03-28,01:13:00,61
2016-03-28,01:13:00,61
2016-03-28,01:13:00,60
2016-03-28,02:20:00,60
2016-03-28,02:34:00,54
2016-03-28,02:48:00,54
2016-03-28,02:48:00,54
2016-03-28,03:11:00,57
2016-03-28,03:11:00,57
2016-03-28,03:44:00,54
2016-03-28,03:52:00,54
2016-03-28,04:07:00,59
2016-03-28,04:22:00,59
2016-03-28,04:27:00,58
2016-03-28,04:40:00,58
2016-03-28,05:03:00,58
2016-03-28,05:22:00,61
2016-03-28,05:37:00,61
2016-03-28,05:39:00,59
2016-03-28,06:07:00,59
2016-03-28,06:07:00,60
2016-03-28,06:25:00,60
2016-03-28,06:48:00,63
2016-03-28,07:07:00,63
2016-03-28,07:11:00,59
2016-03-28,07:37:00,59
2016-03-28,07:46:00,58
2016-03-28,07:59:00,58
2016-03-28,08:15:00,65
2016-03-28,08:29:00,65
2016-03-28,08:43:00,67
2016-03-28,08:54:00,67
2016-03-28,09:14:00,67
2016-03-28,09:14:00,74
2016-03-28,09:25:00,87
2016-03-28,09:32:00,92
2016-03-28,09:46:00,92
2016-03-28,09:46:00,124
2016-03-28,09:46:00,134
2016-03-28,09:46:00,121
2016-03-28,09:46:00,114
2016-03-28,09:46:00,107
2016-03-28,09:46:00,83
2016-03-28,10:47:00,83
2016-03-28,10:55:00,79
2016-03-28,11:16:00,79
2016-03-28,11:24:00,79
2016-03-28,11:39:00,74
2016-03-28,11:52:00,72
2016-03-28,12:09:00,72
2016-03-28,12:19:00,81
2016-03-28,12:28:00,88
2016-03-28,12:45:00,88
2016-03-28,13:00:00,88
2016-03-28,13:02:00,103
2016-03-28,13:02:00,97
2016-03-28,13:02:00,76
2016-03-28,13:39:00,76
2016-03-28,13:44:00,104
2016-03-28,13:49:00,88
2016-03-28,14:12:00,83
2016-03-28,14:27:00,83
2016-03-28,14:31:00,94
2016-03-28,14:31:00,93
2016-03-28,14:31:00,78
2016-03-28,15:05:00,77
2016-03-28,15:20:00,77
2016-03-28,15:35:00,78
2016-03-28,15:45:00,71
2016-03-28,16:00:00,77
2016-03-28,16:15:00,80
2016-03-28,16:20:00,73
2016-03-28,16:35:00,76
2016-03-28,16:49:00,76
2016-03-28,17:05:00,73
2016-03-28,17:20:00,73
2016-03-28,17:35:00,73
2016-03-28,17:35:00,79
2016-03-28,17:50:00,79
2016-03-28,18:01:00,72
2016-03-28,18:19:00,72
2016-03-28,18:32:00,72
2016-03-28,18:32:00,85
2016-03-28,18:32:00,85
2016-03-28,18:32:00,118
2016-03-28,19:08:00,114
2016-03-28,19:08:00,90
2016-03-28,19:17:00,84
2016-03-28,19:25:00,122
2016-03-28,19:25:00,132
2016-03-28,19:25:00,132
2016-03-28,23:38:00,0
2016-03-28,23:39:00,0
2016-03-29,00:00:00,0
2016-03-29,00:00:00,0
2016-03-29,00:00:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,00:24:00,0
2016-03-29,08:02:00,0
2016-03-29,08:02:00,0
2016-03-29,08:23:00,0
2016-03-29,08:29:00,91
2016-03-29,08:29:00,93
2016-03-29,08:29:00,97
2016-03-29,08:29:00,77
2016-03-29,09:23:00,117
2016-03-29,09:23:00,127
2016-03-29,09:23:00,107
2016-03-29,09:23:00,118
2016-03-29,09:23:00,114
2016-03-29,09:23:00,93
2016-03-29,09:23:00,80
2016-03-29,10:15:00,80
2016-03-29,10:29:00,71
2016-03-29,10:45:00,71
2016-03-29,11:00:00,71
2016-03-29,11:01:00,76
2016-03-29,11:14:00,76
2016-03-29,11:25:00,78
2016-03-29,11:46:00,78
2016-03-29,11:47:00,84
2016-03-29,12:00:00,84
2016-03-29,12:17:00,84
2016-03-29,12:18:00,70
2016-03-29,12:29:00,70
2016-03-29,12:35:00,82
2016-03-29,12:35:00,87
